symbol,company_name,fiscal_year,end_date,period,segment_name,segment_type,revenue,revenue_yoy_pct,currency,source,file_type,source_file,download_success,download_timestamp,process_timestamp,stage1_process_timestamp
AAPL,Apple Inc.,2010,2010-09-25,annual,Americas Segment,geography,24498000000.0,,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2010,2010-09-25,annual,Europe Segment,geography,18692000000.0,,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2010,2010-09-25,annual,Japan Segment,geography,3981000000.0,,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2010,2010-09-25,annual,Other Countries,geography,9798000000.0,,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2010,2010-09-25,annual,Rest of Asia Pacific Segment,geography,8256000000.0,,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2010,2010-09-25,annual,Retail,product,9798000000.0,,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2011,2011-09-24,annual,Americas Segment,geography,38315000000.0,0.5640052249163197,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2011,2011-09-24,annual,Europe Segment,geography,27778000000.0,0.4860903060132677,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2011,2011-09-24,annual,Japan Segment,geography,5437000000.0,0.365737251946747,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2011,2011-09-24,annual,Other Countries,geography,14127000000.0,0.4418248622167789,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2011,2011-09-24,annual,Rest of Asia Pacific Segment,geography,22592000000.0,1.7364341085271318,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2011,2011-09-24,annual,Desktops,product,6439000000.0,,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2011,2011-09-24,annual,Other music related products and services,product,6314000000.0,,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2011,2011-09-24,annual,Peripherals and Other Hardware,product,2330000000.0,,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2011,2011-09-24,annual,Portables,product,15344000000.0,,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2011,2011-09-24,annual,"Software, service and other net sales",product,2954000000.0,,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2011,2011-09-24,annual,iPad and related products and services,product,20358000000.0,,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2011,2011-09-24,annual,iPod,product,7453000000.0,,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2012,2012-09-29,annual,Americas Segment,geography,57512000000.0,0.5010309278350515,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2012,2012-09-29,annual,Europe Segment,geography,36323000000.0,0.3076175390596875,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2012,2012-09-29,annual,Japan Segment,geography,10571000000.0,0.944270737539084,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2012,2012-09-29,annual,Other Countries,geography,18828000000.0,0.3327670418347844,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2012,2012-09-29,annual,Rest of Asia Pacific Segment,geography,33274000000.0,0.4728222379603399,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2012,2012-09-29,annual,Mac,product,23221000000.0,,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2012,2012-09-29,annual,iPad,product,32424000000.0,,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2012,2012-09-29,annual,iPhone,product,80477000000.0,,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2012,2012-09-29,annual,iPod,product,5615000000.0,-0.2466121025090567,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2013,2013-09-28,annual,Europe Segment,geography,37883000000.0,0.0429479943837238,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2013,2013-09-28,annual,Greater China Segment,geography,25417000000.0,,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2013,2013-09-28,annual,Japan Segment,geography,13462000000.0,0.2734840601646012,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2013,2013-09-28,annual,Other Countries,geography,20228000000.0,0.0743573401317187,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2013,2013-09-28,annual,Rest of Asia Pacific Segment,geography,11181000000.0,-0.6639718699284727,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2013,2013-09-28,annual,Mac,product,21483000000.0,-0.0748460445286594,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2013,2013-09-28,annual,"Wearables, Home and Accessories",product,5706000000.0,,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2013,2013-09-28,annual,iPad,product,31980000000.0,-0.0136935603256846,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2013,2013-09-28,annual,iPhone,product,91279000000.0,0.1342246853138163,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2013,2013-09-28,annual,iPod,product,4411000000.0,-0.2144256455921638,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2013,2013-09-28,annual,"iTunes, Software And Service",product,16051000000.0,,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2014,2014-09-27,annual,Americas Segment,geography,65232000000.0,0.1342328557518431,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2014,2014-09-27,annual,Europe Segment,geography,40929000000.0,0.0804054589129688,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2014,2014-09-27,annual,Greater China Segment,geography,29846000000.0,0.1742534524137388,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2014,2014-09-27,annual,Japan Segment,geography,14982000000.0,0.1129104145000742,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2014,2014-09-27,annual,Other Countries,geography,21462000000.0,0.0610045481510777,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2014,2014-09-27,annual,Rest of Asia Pacific Segment,geography,10344000000.0,-0.0748591360343439,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2014,2014-09-27,annual,"Wearables, Home and Accessories",product,6093000000.0,0.0678233438485804,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2014,2014-09-27,annual,iPhone,product,101991000000.0,0.1173544846021538,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2014,2014-09-27,annual,iPod,product,2286000000.0,-0.4817501700294718,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2014,2014-09-27,annual,"iTunes, Software And Service",product,18063000000.0,0.1253504454551118,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2015,2015-09-26,annual,Americas Segment,geography,93864000000.0,0.4389256806475349,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2015,2015-09-26,annual,Europe Segment,geography,50337000000.0,0.2298614674191893,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2015,2015-09-26,annual,Greater China Segment,geography,58715000000.0,0.967265295181934,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2015,2015-09-26,annual,Japan Segment,geography,15706000000.0,0.0483246562541716,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2015,2015-09-26,annual,Rest of Asia Pacific Segment,geography,15093000000.0,0.459106728538283,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2015,2015-09-26,annual,Mac,product,25471000000.0,0.1856351533770888,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2015,2015-09-26,annual,Service,product,19909000000.0,,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2015,2015-09-26,annual,iPad,product,23227000000.0,-0.2737023139462163,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2015,2015-09-26,annual,iPhone,product,155041000000.0,0.52014393426871,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-product-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2016,2016-09-24,annual,Americas Segment,geography,86613000000.0,-0.0772500639222705,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
AAPL,Apple Inc.,2016,2016-09-24,annual,Europe Segment,geography,49952000000.0,-0.0076484494507022,USD,FMP,SEGMENT_REVENUE,https://financialmodelingprep.com/stable/revenue-geographic-segmentation?symbol=AAPL&period=annual&apikey=***MASKED***,True,2026-07-01 15:28:57,2026-07-01 15:28:57,2026-05-05 13:22:53.066704
