stock_code,company_name,交易週,開盤_價格_元,收盤_價格_元,漲跌_價格_元,漲跌_pct,file_type,source_file,download_success,download_timestamp,process_timestamp,stage1_process_timestamp
GOOG,Alphabet Inc. Class C,2014-04-04,566.89,543.14,,,TIME_SERIES_WEEKLY,https://www.alphavantage.co/query?function=TIME_SERIES_WEEKLY&symbol=GOOG&apikey=ZH6DAHUGXSK8J9R1,True,2026-01-18 16:16:41,2026-01-18 16:16:41,2026-01-18 16:16:41.820970
GOOG,Alphabet Inc. Class C,2014-04-11,540.74,530.6,-12.539999999999964,-0.023087969952498368,TIME_SERIES_WEEKLY,https://www.alphavantage.co/query?function=TIME_SERIES_WEEKLY&symbol=GOOG&apikey=ZH6DAHUGXSK8J9R1,True,2026-01-18 16:16:41,2026-01-18 16:16:41,2026-01-18 16:16:41.820970
GOOG,Alphabet Inc. Class C,2014-04-17,538.25,536.1,5.5,0.010365623822088202,TIME_SERIES_WEEKLY,https://www.alphavantage.co/query?function=TIME_SERIES_WEEKLY&symbol=GOOG&apikey=ZH6DAHUGXSK8J9R1,True,2026-01-18 16:16:41,2026-01-18 16:16:41,2026-01-18 16:16:41.820970
GOOG,Alphabet Inc. Class C,2014-04-25,536.1,516.18,-19.920000000000073,-0.03715724678231687,TIME_SERIES_WEEKLY,https://www.alphavantage.co/query?function=TIME_SERIES_WEEKLY&symbol=GOOG&apikey=ZH6DAHUGXSK8J9R1,True,2026-01-18 16:16:41,2026-01-18 16:16:41,2026-01-18 16:16:41.820970
GOOG,Alphabet Inc. Class C,2014-05-02,517.18,527.93,11.75,0.022763377116509748,TIME_SERIES_WEEKLY,https://www.alphavantage.co/query?function=TIME_SERIES_WEEKLY&symbol=GOOG&apikey=ZH6DAHUGXSK8J9R1,True,2026-01-18 16:16:41,2026-01-18 16:16:41,2026-01-18 16:16:41.820970
GOOG,Alphabet Inc. Class C,2014-05-09,524.82,518.73,-9.199999999999932,-0.017426552762676743,TIME_SERIES_WEEKLY,https://www.alphavantage.co/query?function=TIME_SERIES_WEEKLY&symbol=GOOG&apikey=ZH6DAHUGXSK8J9R1,True,2026-01-18 16:16:41,2026-01-18 16:16:41,2026-01-18 16:16:41.820970
GOOG,Alphabet Inc. Class C,2014-05-16,523.51,520.63,1.8999999999999773,0.0036627918184797045,TIME_SERIES_WEEKLY,https://www.alphavantage.co/query?function=TIME_SERIES_WEEKLY&symbol=GOOG&apikey=ZH6DAHUGXSK8J9R1,True,2026-01-18 16:16:41,2026-01-18 16:16:41,2026-01-18 16:16:41.820970
GOOG,Alphabet Inc. Class C,2014-05-23,519.7,552.7,32.07000000000005,0.061598448034112616,TIME_SERIES_WEEKLY,https://www.alphavantage.co/query?function=TIME_SERIES_WEEKLY&symbol=GOOG&apikey=ZH6DAHUGXSK8J9R1,True,2026-01-18 16:16:41,2026-01-18 16:16:41,2026-01-18 16:16:41.820970
GOOG,Alphabet Inc. Class C,2014-05-30,556.0,559.89,7.189999999999941,0.01300886556902468,TIME_SERIES_WEEKLY,https://www.alphavantage.co/query?function=TIME_SERIES_WEEKLY&symbol=GOOG&apikey=ZH6DAHUGXSK8J9R1,True,2026-01-18 16:16:41,2026-01-18 16:16:41,2026-01-18 16:16:41.820970
GOOG,Alphabet Inc. Class C,2014-06-06,560.7,556.33,-3.5599999999999454,-0.006358391826965914,TIME_SERIES_WEEKLY,https://www.alphavantage.co/query?function=TIME_SERIES_WEEKLY&symbol=GOOG&apikey=ZH6DAHUGXSK8J9R1,True,2026-01-18 16:16:41,2026-01-18 16:16:41,2026-01-18 16:16:41.820970
GOOG,Alphabet Inc. Class C,2014-06-13,557.15,551.76,-4.57000000000005,-0.008214548918807272,TIME_SERIES_WEEKLY,https://www.alphavantage.co/query?function=TIME_SERIES_WEEKLY&symbol=GOOG&apikey=ZH6DAHUGXSK8J9R1,True,2026-01-18 16:16:41,2026-01-18 16:16:41,2026-01-18 16:16:41.820970
GOOG,Alphabet Inc. Class C,2014-06-20,549.26,556.36,4.600000000000023,0.008336958097723689,TIME_SERIES_WEEKLY,https://www.alphavantage.co/query?function=TIME_SERIES_WEEKLY&symbol=GOOG&apikey=ZH6DAHUGXSK8J9R1,True,2026-01-18 16:16:41,2026-01-18 16:16:41,2026-01-18 16:16:41.820970
GOOG,Alphabet Inc. Class C,2014-06-27,555.15,577.24,20.879999999999995,0.03752965705658206,TIME_SERIES_WEEKLY,https://www.alphavantage.co/query?function=TIME_SERIES_WEEKLY&symbol=GOOG&apikey=ZH6DAHUGXSK8J9R1,True,2026-01-18 16:16:41,2026-01-18 16:16:41,2026-01-18 16:16:41.820970
GOOG,Alphabet Inc. Class C,2014-07-03,578.66,584.73,7.490000000000009,0.012975538770701976,TIME_SERIES_WEEKLY,https://www.alphavantage.co/query?function=TIME_SERIES_WEEKLY&symbol=GOOG&apikey=ZH6DAHUGXSK8J9R1,True,2026-01-18 16:16:41,2026-01-18 16:16:41,2026-01-18 16:16:41.820970
GOOG,Alphabet Inc. Class C,2014-07-11,583.76,579.18,-5.550000000000068,-0.00949156020727527,TIME_SERIES_WEEKLY,https://www.alphavantage.co/query?function=TIME_SERIES_WEEKLY&symbol=GOOG&apikey=ZH6DAHUGXSK8J9R1,True,2026-01-18 16:16:41,2026-01-18 16:16:41,2026-01-18 16:16:41.820970
